Car_Body,Car_Name,Year,Engine,Transmission,Fueltype,Mileage,Price
Hatchback,Vitz,2017,1000,Automatic,Petrol,114000,3950000
Hatchback,Passo,2019,1000,Automatic,Petrol,55000,3700000
Crossover,C-HR,2018,1800,Automatic,Hybrid,38600,9200000
SUV,Prado,2018,2700,Automatic,Petrol,64000,24500000
Sedan,Insight,2021,1500,Automatic,Hybrid,9500,14000000
Hatchback,Swift,2018,1300,Automatic,Petrol,86000,3080000
Micro Van,Every,2018,660,Manual,Petrol,59000,2580000
Hatchback,Mira,2015,660,Automatic,Petrol,69000,2500000
Hatchback,Move,2015,660,Automatic,Petrol,85000,2250000
Mini Van,X-PV,2018,1000,Manual,Petrol,85000,1450000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,143000,4600000
Convertible,Copen,2021,660,Manual,Petrol,36000,3250000
Hatchback,Alto,2021,660,Automatic,Petrol,125000,2650000
Hatchback,Wagon,2015,660,Automatic,Petrol,80000,2830000
Hatchback,Vitz,2018,1000,Automatic,Petrol,52000,4950000
Hatchback,N,2021,660,Automatic,Petrol,16000,4150000
Hatchback,Vitz,2015,1000,Automatic,Petrol,85000,3150000
Micro Van,Every,2018,660,Manual,Petrol,40000,2890000
Sedan,Civic,2022,1500,Automatic,Petrol,12000,8750000
Micro Van,Every,2018,660,Automatic,Petrol,95000,1850000
Van,Sienta,2016,1500,Automatic,Petrol,139000,5500000
Hatchback,Alto,2022,660,Manual,Petrol,17000,2350000
Crossover,Raize,2019,996,Automatic,Petrol,17000,6550000
Double Cabin,Hilux,2016,3000,Automatic,Diesel,101000,6200000
Hatchback,Mira,2022,660,Automatic,Petrol,6100,3850000
Hatchback,Passo,2018,1000,Automatic,Petrol,100000,4225000
Hatchback,Wagon,2018,1000,Manual,Petrol,62000,1980000
Hatchback,Passo,2020,1000,Automatic,Petrol,89000,4800000
Hatchback,Ek,2017,660,Automatic,Petrol,125000,1975000
Van,K07,2021,997,Manual,Petrol,44000,1875000
Sedan,Corolla,2022,1598,Automatic,Petrol,20000,6350000
SUV,Sportage,2019,1999,Automatic,Petrol,66000,6985000
Crossover,Jolion,2021,1497,Automatic,Petrol,25000,8000000
Hatchback,Vitz,2018,996,Automatic,Petrol,103000,4000000
Mini Van,Hijet,2018,660,Automatic,Petrol,154000,2600000
SUV,Juke,2017,1500,Automatic,Petrol,77000,3100000
Hatchback,Ek,2021,660,Automatic,Petrol,79000,2690000
Crossover,C-HR,2018,1800,Automatic,Hybrid,62470,9000000
SUV,Land,2022,3500,Automatic,Petrol,8000,90000000
Hatchback,Mira,2015,660,Automatic,Petrol,100000,2450000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,171000,4400000
Crossover,HS,2021,1500,Automatic,Petrol,16100,7050000
SUV,Prado,2017,2700,Automatic,Petrol,80000,21500000
Hatchback,Alto,2019,660,Automatic,Petrol,27000,3500000
Sedan,Benz,2022,1500,Automatic,Petrol,12000,37000000
Crossover,Vezel,2018,1500,Automatic,Hybrid,60000,8200000
Hatchback,N,2020,660,Automatic,Petrol,4900,3800000
Micro Van,Every,2018,660,Automatic,Petrol,112421,2900000
Hatchback,Passo,2021,1000,Automatic,Petrol,6500,5000000
Crossover,HS,2021,1500,Automatic,Petrol,16252,7200000
Crossover,HS,2022,1500,Automatic,Petrol,19000,7900000
Sedan,A6,2017,1800,Automatic,Petrol,53000,16500000
Hatchback,Mira,2020,660,Automatic,Petrol,18000,3450000
Hatchback,Pixis,2019,660,Automatic,Petrol,54000,3465000
Crossover,HS,2021,1500,Automatic,Petrol,22000,6950000
Station Wagon,Fit,2016,1500,Automatic,Hybrid,135000,4599000
Compact sedan,City,2021,1500,Automatic,Petrol,20000,4800000
Mini Van,Hijet,2020,660,Automatic,Petrol,15000,2900000
Hatchback,Passo,2020,1000,Automatic,Petrol,38000,4200000
Hatchback,Alto,2015,660,Automatic,Petrol,148000,2640000
Crossover,Vezel,2022,1496,Automatic,Hybrid,13000,13000000
Crossover,HS,2021,1500,Automatic,Petrol,25000,7200000
Hatchback,Vitz,2015,1000,Automatic,Petrol,50250,3050000
Hatchback,Cast,2016,660,Automatic,Petrol,87483,2750000
Hatchback,Passo,2020,1000,Automatic,Petrol,8600,4450000
Hatchback,Alto,2021,660,Automatic,Petrol,3000,3600000
High Roof,Hiace,2018,2700,Automatic,Petrol,40000,10200000
Compact SUV,H6,2021,1500,Automatic,Petrol,36600,9500000
Sedan,A6,2016,1800,Automatic,Petrol,55000,13800000
Crossover,Vezel,2016,1500,Automatic,Hybrid,89000,5850000
Hatchback,Cultus,2021,1000,Manual,Petrol,10000,3200000
Hatchback,Fit,2020,1500,Automatic,Hybrid,24000,6300000
SUV,Land,2022,3500,Automatic,Petrol,1800,92000000
SUV,Land,2021,4600,Automatic,Petrol,20000,87500000
Hatchback,Passo,2018,1000,Automatic,Petrol,48000,3750000
Micro Van,Every,2015,660,Automatic,Petrol,48500,2265000
Sedan,A6,2017,1800,Automatic,Petrol,69000,15200000
Sedan,Civic,2020,1800,Automatic,Petrol,55000,6475000
SUV,Vitara,2017,1600,Automatic,Petrol,96000,4600000
Hatchback,Move,2019,660,Automatic,Petrol,56000,3430000
Hatchback,Note,2017,1200,Automatic,Petrol,66000,4020000
Crossover,C-HR,2017,1800,Automatic,Hybrid,48000,8500000
MPV,Sirius,2016,1500,Manual,Petrol,85000,2450000
Compact sedan,Ioniq,2020,1600,Automatic,Hybrid,90000,15000000
Crossover,C-HR,2017,1800,Automatic,Hybrid,80000,8500000
Pick Up,Ravi,2021,800,Manual,Petrol,25000,1850000
Hatchback,Mira,2020,660,Automatic,Petrol,10500,3450000
Crossover,Vezel,2016,1500,Automatic,Petrol,53000,6600000
Hatchback,Alto,2019,660,Automatic,Petrol,8000,3525000
MPV,Freed,2016,1500,Automatic,Petrol,69000,4695000
Crossover,Vezel,2017,1500,Automatic,Petrol,83000,7750000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,128000,4350000
Sedan,Civic,2018,1800,Automatic,Petrol,75000,6000000
SUV,Sportage,2022,1999,Automatic,Petrol,25000,8450000
Hatchback,Vitz,2018,996,Automatic,Petrol,28900,3990000
SUV,Prado,2018,2700,Automatic,Petrol,50000,35000000
Hatchback,Passo,2016,1000,Automatic,Petrol,74300,3075000
Convertible,Copen,2018,660,Automatic,Petrol,40000,3850000
Pick Up,Ravi,2020,800,Manual,Petrol,23,1450000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,77674,5350000
Crossover,Vezel,2015,1500,Automatic,Hybrid,61000,6100000
Sedan,Corolla,2017,1500,Automatic,Petrol,74000,6200000
Hatchback,Mira,2017,660,Automatic,Petrol,45000,2950000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,85000,6000000
Hatchback,Mira,2019,660,Automatic,Petrol,52000,3750000
Hatchback,Mira,2019,660,Automatic,Petrol,33000,3150000
Pick Up,Shehzore,2015,2600,Manual,Diesel,100000,1700000
Hatchback,Mira,2021,660,Automatic,Petrol,30000,3480000
Crossover,HS,2022,1500,Automatic,Petrol,21660,7200000
Hatchback,Mira,2017,660,Automatic,Petrol,40000,3000000
Hatchback,Passo,2015,1000,Automatic,Petrol,135,3250000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,72000,6400000
SUV,Prado,2016,2700,Automatic,Petrol,110000,21500000
Crossover,HS,2021,1500,Automatic,Petrol,6500,7300000
SUV,Sportage,2022,1999,Automatic,Petrol,12500,8700000
Sedan,Civic,2020,1800,Automatic,Petrol,40500,6150000
Van,Hiace,2017,2700,Automatic,Petrol,98000,7000000
High Roof,Hiace,2017,2700,Automatic,Petrol,36000,9700000
Hatchback,Note,2016,1198,Automatic,Hybrid,37000,4250000
Micro Van,Every,2018,660,Automatic,Petrol,100000,2730000
Hatchback,Mira,2022,660,Automatic,Petrol,76000,3550000
Sedan,Ciaz,2018,1500,Manual,Petrol,129000,2850000
Hatchback,Vitz,2018,996,Automatic,Petrol,60000,4050000
Hatchback,N,2020,660,Automatic,Petrol,10000,3550000
Hatchback,Mira,2020,660,Automatic,Petrol,5000,3400000
SUV,X70,2021,1500,Automatic,Petrol,76000,8100000
Hatchback,N,2015,660,Automatic,Petrol,79000,2800000
SUV,Tucson,2022,1999,Automatic,Petrol,22000,8800000
SUV,Sportage,2021,1999,Automatic,Petrol,42000,7400000
Hatchback,Passo,2021,1000,Automatic,Petrol,20000,3750000
Sedan,Grace,2016,1500,Automatic,Hybrid,73000,4500000
Crossover,C-HR,2017,1800,Automatic,Hybrid,55700,8750000
Hatchback,Cast,2017,660,Automatic,Petrol,62000,2950000
Mini Van,Karvaan,2018,1000,Manual,Petrol,80000,2050000
Sedan,Corolla,2017,1300,Automatic,Petrol,67000,3875000
Hatchback,Wagon,2020,660,Automatic,Hybrid,20000,3500000
SUV,Sportage,2021,2000,Automatic,Petrol,30000,7800000
Hatchback,Mira,2021,660,Automatic,Petrol,2100,3700000
Hatchback,Vitz,2018,996,Automatic,Petrol,50000,3850000
Hatchback,Vitz,2018,1000,Automatic,Petrol,43500,4500000
Hatchback,Ek,2019,660,Automatic,Petrol,79000,2800000
Hatchback,Mira,2019,660,Automatic,Petrol,23000,4050000
Hatchback,Passo,2017,1000,Automatic,Petrol,16800,3600000
Sedan,Corolla,2017,1500,Automatic,Petrol,75000,7200000
Hatchback,Move,2015,660,Automatic,Petrol,66000,2400000
Hatchback,N,2015,660,Automatic,Petrol,90000,2650000
Hatchback,Move,2020,660,Automatic,Petrol,61000,3475000
Hatchback,Fit,2016,1500,Automatic,Hybrid,120000,3900000
Sedan,A3,2015,1800,Automatic,Petrol,55000,6300000
Hatchback,Tanto,2017,660,Automatic,Petrol,200000,1800000
Hatchback,Hustler,2020,660,Automatic,Petrol,12000,3650000
Hatchback,Pixis,2020,660,Automatic,Petrol,90000,3300000
Hatchback,Alto,2020,660,Automatic,Petrol,8000,3775000
Hatchback,Move,2017,660,Automatic,Petrol,47066,2550000
Hatchback,Hustler,2016,660,Automatic,Petrol,45000,2800000
Crossover,Jolion,2021,1500,Automatic,Petrol,9500,8500000
Hatchback,Vitz,2018,996,Automatic,Petrol,75000,4150000
Hatchback,Passo,2017,1000,Automatic,Petrol,63000,2480000
Station Wagon,Corolla,2018,1500,Automatic,Petrol,62000,7000000
Sedan,Civic,2020,1800,Automatic,Petrol,54000,6550000
Van,Sienta,2017,1500,Automatic,Petrol,173000,6250000
Hatchback,Move,2015,660,Automatic,Petrol,136000,2300000
Hatchback,Hustler,2019,660,Automatic,Petrol,123456,3500000
Hatchback,Mira,2016,660,Automatic,Petrol,69000,2100000
Micro Van,Every,2019,660,Manual,Petrol,20000,2750000
Pick Up,Ravi,2019,800,Manual,Petrol,40000,1350000
SUV,Prado,2018,2700,Automatic,Petrol,36000,29500000
Hatchback,Move,2018,660,Automatic,Petrol,50000,3250000
Hatchback,Vitz,2019,1000,Automatic,Petrol,9000,4900000
SUV,Land,2018,4600,Automatic,Petrol,70000,43000000
Hatchback,Vitz,2016,1000,Automatic,Petrol,95000,3300000
Hatchback,Vitz,2018,1500,Automatic,Hybrid,55000,4600000
SUV,Juke,2016,1500,Automatic,Petrol,200000,3000000
Hatchback,Vitz,2019,1000,Automatic,Petrol,65000,4400000
Crossover,Vezel,2016,1500,Automatic,Hybrid,150000,6300000
Sedan,Alsvin,2022,1500,Automatic,Petrol,1100,4900000
Hatchback,Swift,2022,1000,Automatic,Petrol,87000,4200000
Hatchback,Mira,2017,660,Automatic,Petrol,110778,2740000
Hatchback,Mira,2021,660,Automatic,Petrol,2000,3650000
Double Cabin,Hilux,2022,2800,Automatic,Diesel,5500,13800000
Crossover,Vezel,2018,1500,Automatic,Petrol,19000,8800000
Hatchback,Wagon,2018,660,Automatic,Hybrid,76000,3450000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,32000,4500000
Hatchback,Mehran,2017,796,Manual,Petrol,76000,1070000
Micro Van,Every,2018,660,Automatic,Petrol,104000,2770000
Hatchback,Passo,2016,1000,Automatic,Petrol,29000,3500000
Hatchback,Cast,2016,660,Automatic,Petrol,106000,2725000
Crossover,HS,2021,1500,Automatic,Petrol,16800,6900000
Hatchback,Passo,2020,1000,Automatic,Petrol,24744,4250000
Hatchback,Wagon,2016,660,Automatic,Petrol,82000,2850000
Crossover,HS,2021,1500,Automatic,Petrol,24000,6800000
Double Cabin,F,2017,5000,Automatic,Petrol,46000,31500000
Sedan,Ciaz,2017,1400,Automatic,Petrol,100500,3700000
Hatchback,Wagon,2020,660,Automatic,Hybrid,19000,3900000
Sedan,Corolla,2019,1300,Automatic,Petrol,85000,5100000
Sedan,Corolla,2017,1600,Automatic,Petrol,90000,4900000
Hatchback,Mira,2021,660,Automatic,Petrol,17000,3800000
Micro Van,Every,2016,660,Automatic,Petrol,125000,2550000
Sedan,Saga,2021,1300,Automatic,Petrol,46500,3000000
Crossover,Glory,2021,1500,Automatic,Petrol,89000,5500000
Hatchback,N,2020,660,Automatic,Petrol,29000,3650000
Hatchback,Mira,2021,660,Automatic,Petrol,3800,3985000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,58000,5550000
Hatchback,Wagon,2021,660,Automatic,Hybrid,26340,4275000
Micro Van,Every,2017,660,Automatic,Petrol,90000,1750000
Sedan,Alsvin,2021,1500,Automatic,Petrol,50000,4200000
Hatchback,Wagon,2017,660,Automatic,Hybrid,70000,2900000
Hatchback,Note,2016,1200,Automatic,Hybrid,147,3700000
Sedan,Saga,2022,1299,Automatic,Petrol,8900,3499000
Micro Van,Every,2019,660,Automatic,Petrol,89000,2700000
SUV,Land,2016,4600,Automatic,Petrol,13106,49500000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,146000,4600000
MPV,Freed,2018,1500,Automatic,Petrol,173000,7950000
Hatchback,Vitz,2018,1000,Automatic,Petrol,53000,3950000
Sedan,Crown,2015,2500,Automatic,Petrol,56000,20000000
Hatchback,Life,2016,660,Automatic,Petrol,90860,2400000
Hatchback,Passo,2021,1000,Automatic,Petrol,8000,4350000
Sedan,Corolla,2015,1500,Automatic,Petrol,119000,5100000
SUV,Juke,2017,1500,Automatic,Petrol,119000,3000000
Sedan,Civic,2016,1800,Automatic,Petrol,7800,4700000
Compact SUV,ZS,2022,1500,Automatic,Petrol,79000,5500000
Hatchback,Tanto,2015,660,Automatic,Petrol,50000,2800000
Hatchback,N,2015,660,Automatic,Petrol,54000,2875000
Hatchback,V2,2015,1300,Manual,Petrol,150000,1175000
Hatchback,Wagon,2019,660,Automatic,Hybrid,27000,3340000
SUV,X70,2021,1500,Automatic,Petrol,39000,6950000
SUV,Rover,2018,1997,Automatic,Petrol,23000,75000000
Hatchback,Dayz,2016,660,Automatic,Petrol,65000,2580000
Hatchback,Tanto,2015,660,Automatic,Petrol,171000,2100000
Hatchback,N,2017,660,Automatic,Petrol,160000,2390000
Hatchback,Wagon,2018,660,Automatic,Hybrid,20000,3650000
Hatchback,Vitz,2018,996,Automatic,Petrol,83000,4150000
Hatchback,N,2015,660,Automatic,Petrol,102000,2200000
Sedan,Insight,2020,1500,Automatic,Hybrid,20000,13500000
Station Wagon,Spacia,2019,660,Automatic,Hybrid,27000,3195000
Crossover,Vezel,2015,1500,Automatic,Hybrid,54114,5700000
Hatchback,Wagon,2015,660,Automatic,Petrol,100000,2785000
Hatchback,Passo,2015,1000,Automatic,Petrol,99000,2750000
Crossover,Vezel,2017,1500,Automatic,Hybrid,33000,7000000
SUV,Land,2019,4600,Automatic,Petrol,5000,63000000
Sedan,Benz,2019,1500,Automatic,Petrol,45000,31000000
Hatchback,Alto,2017,660,Automatic,Petrol,50000,3000000
High Roof,Hiace,2019,2700,Automatic,Petrol,117000,9500000
Hatchback,Wagon,2015,660,Automatic,Petrol,70000,2296000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,99000,5425000
Hatchback,N,2021,660,Automatic,Petrol,45000,3300000
Sedan,Corolla,2017,1300,Manual,Petrol,85000,3900000
Double Cabin,Hilux,2022,2800,Automatic,Diesel,1410,14400000
SUV,Land,2021,4600,Automatic,Petrol,2639,87500000
Crossover,Vezel,2019,1500,Automatic,Hybrid,45000,9300000
Hatchback,Passo,2017,1000,Automatic,Petrol,75000,3265000
Sedan,Corolla,2018,1300,Automatic,Petrol,57721,4500000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,56000,4900000
Sedan,City,2017,1300,Manual,Petrol,108000,3200000
Crossover,Vezel,2016,1500,Automatic,Petrol,42000,6835000
Hatchback,Dayz,2019,660,Automatic,Hybrid,26700,3650000
Hatchback,N,2016,660,Automatic,Petrol,65000,2300000
SUV,Prado,2015,2700,Automatic,Petrol,123,23100000
Crossover,Vezel,2016,1500,Automatic,Hybrid,105000,6000000
SUV,Sportage,2022,1999,Automatic,Petrol,25000,8600000
Hatchback,Dayz,2018,660,Automatic,Petrol,15000,3200000
Hatchback,Wagon,2015,660,Automatic,Petrol,215000,1975000
MPV,BR-V,2017,1500,Automatic,Petrol,80000,4500000
Hatchback,Cast,2018,660,Automatic,Petrol,32000,3350000
Hatchback,Passo,2020,1000,Automatic,Petrol,12500,4300000
Crossover,Vezel,2015,1500,Automatic,Hybrid,118000,5100000
Sedan,A4,2018,1400,Automatic,Petrol,60000,11500000
Hatchback,N,2020,660,Automatic,Petrol,13000,4000000
Hatchback,Moco,2015,660,Automatic,Petrol,112000,1950000
Micro Van,Every,2017,660,Automatic,Petrol,188000,1470000
SUV,Land,2020,4600,Automatic,Petrol,1500,70000000
Hatchback,Wagon,2017,660,Automatic,Petrol,175000,2250000
SUV,Sportage,2020,1999,Automatic,Petrol,65000,6700000
SUV,X70,2022,1500,Automatic,Petrol,800,9500000
Hatchback,Pixis,2020,660,Automatic,Petrol,4500,3550000
Hatchback,N,2019,660,Automatic,Petrol,12000,3800000
Sedan,Accord,2021,1500,Automatic,Petrol,9000,21500000
Station Wagon,Corolla,2016,1500,Automatic,Petrol,76000,6100000
Crossover,HS,2021,1490,Automatic,Petrol,31500,6900000
Hatchback,Vitz,2015,1000,Automatic,Petrol,81000,3200000
Sedan,City,2016,1300,Manual,Petrol,80000,2750000
Hatchback,Mira,2015,660,Automatic,Petrol,80,2525000
Hatchback,Vitz,2019,996,Automatic,Petrol,58000,4350000
Micro Van,Every,2018,660,Automatic,Petrol,125000,2650000
Hatchback,Mira,2017,660,Automatic,Petrol,72000,2500000
SUV,Fortuner,2018,2700,Automatic,Petrol,65500,12100000
Hatchback,Mira,2021,660,Automatic,Petrol,500,3765000
Mini Van,Hijet,2018,660,Automatic,Petrol,125000,2350000
Hatchback,Note,2020,1198,Automatic,Hybrid,9000,8500000
Hatchback,Alto,2016,660,Automatic,Petrol,132677,2650000
SUV,Prado,2017,2700,Automatic,Petrol,42000,27500000
Hatchback,Mira,2015,660,Automatic,Petrol,113700,2375000
Crossover,HS,2021,1500,Automatic,Petrol,25800,7150000
Double Cabin,F,2018,3500,Automatic,Petrol,43000,23500000
Hatchback,Wagon,2018,1000,Manual,Petrol,119000,1750000
Station Wagon,Corolla,2018,1500,Automatic,Petrol,115000,8000000
Hatchback,Mira,2019,660,Automatic,Petrol,60000,3500000
Hatchback,Alto,2016,660,Automatic,Petrol,56000,2450000
Crossover,Vezel,2017,1500,Automatic,Hybrid,45650,6600000
Sedan,Saga,2021,1299,Automatic,Petrol,8000,3500000
Micro Van,Every,2019,660,Manual,Petrol,35500,2690000
Hatchback,Alto,2019,660,Automatic,Petrol,70000,2390000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,89300,3875000
Sedan,City,2018,1300,Manual,Petrol,150000,3700000
Mini Van,Note,2017,1198,Automatic,Hybrid,70000,4650000
Hatchback,Dayz,2020,660,Automatic,Hybrid,14350,3750000
Hatchback,Note,2017,1198,Automatic,Hybrid,77000,4990000
Hatchback,Move,2020,660,Automatic,Petrol,20000,3650000
Sedan,Corolla,2019,1600,Automatic,Petrol,46000,5000000
Hatchback,Dayz,2018,660,Automatic,Petrol,55000,3050000
Sedan,Corolla,2017,1600,Automatic,Petrol,90000,4250000
SUV,Sportage,2020,2000,Automatic,Petrol,39000,6700000
Hatchback,N,2020,660,Automatic,Petrol,72000,2635000
Crossover,HS,2020,1500,Automatic,Petrol,45000,6675000
Hatchback,Wagon,2020,660,Automatic,Hybrid,13000,3550000
Hatchback,Alto,2021,660,Automatic,Petrol,3000,3850000
Micro Van,Every,2016,660,Automatic,Petrol,70000,2400000
Hatchback,Vitz,2019,996,Automatic,Petrol,30100,4400000
Hatchback,N,2016,660,Automatic,Petrol,80000,2900000
SUV,Fortuner,2017,2700,Automatic,Petrol,42000,11500000
Double Cabin,F,2018,3496,Automatic,Petrol,74000,20000000
Pick Up,Mega,2019,1500,Manual,Petrol,170000,2200000
Hatchback,Passo,2015,1000,Automatic,Petrol,76000,3040000
Hatchback,Vitz,2016,1000,Automatic,Petrol,101000,3450000
Hatchback,Mira,2015,660,Automatic,Petrol,160000,2650000
Sedan,Corolla,2019,1600,Automatic,Petrol,72000,4975000
Hatchback,N,2015,660,Automatic,Petrol,64000,2600000
Hatchback,N,2019,660,Automatic,Petrol,150000,3000000
Hatchback,Move,2016,660,Automatic,Petrol,132111,2050000
Hatchback,Dayz,2016,660,Automatic,Petrol,41000,2800000
Hatchback,Passo,2020,1000,Automatic,Petrol,32000,4200000
Hatchback,Aqua,2018,1500,Automatic,Petrol,133008,4500000
Sedan,Corolla,2015,1500,Automatic,Petrol,115000,5200000
Compact sedan,City,2022,1200,Manual,Petrol,9000,4700000
Hatchback,Cast,2019,660,Automatic,Petrol,81088,2800000
Crossover,Vezel,2017,1500,Automatic,Hybrid,60000,6550000
Hatchback,Cultus,2016,1000,Manual,Petrol,60000,1500000
Station Wagon,Corolla,2015,1500,Automatic,Petrol,120000,4500000
Hatchback,Vitz,2018,1000,Automatic,Petrol,99993,4000000
Sedan,Prius,2015,1800,Automatic,Hybrid,120000,5495000
Hatchback,Aqua,2021,1490,Automatic,Hybrid,33000,9000000
Hatchback,Wagon,2015,660,Automatic,Petrol,95000,2750000
Crossover,Glory,2021,1500,Automatic,Petrol,13000,5650000
Mini Van,X-PV,2016,1000,Manual,Petrol,140000,1100000
Hatchback,N,2015,660,Automatic,Petrol,136000,2550000
Sedan,Ciaz,2018,1400,Automatic,Petrol,117000,3000000
Hatchback,Ek,2015,660,Automatic,Petrol,78000,2165000
Hatchback,Passo,2018,1000,Automatic,Petrol,63000,3350000
Sedan,Alsvin,2021,1500,Automatic,Petrol,28500,3800000
MPV,Freed,2018,1500,Automatic,Petrol,44359,6100000
Hatchback,Tanto,2015,660,Automatic,Petrol,115000,1500000
Sedan,Sonata,2022,2500,Automatic,Petrol,29000,10900000
Crossover,Vezel,2018,1500,Automatic,Hybrid,55000,7600000
Hatchback,Move,2019,660,Automatic,Petrol,51000,3000000
Hatchback,Vitz,2017,1000,Automatic,Petrol,119000,2800000
Micro Van,Every,2017,660,Automatic,Petrol,80000,2450000
Crossover,Kicks,2021,1300,Automatic,Petrol,28000,7400000
Crossover,Vezel,2021,1500,Automatic,Hybrid,29000,12200000
Hatchback,Move,2019,660,Automatic,Petrol,15000,3550000
Hatchback,Passo,2015,1000,Automatic,Petrol,105000,2750000
Hatchback,N,2017,660,Automatic,Petrol,49000,2950000
Micro Van,Every,2015,660,Automatic,Petrol,94000,2210000
Crossover,Vezel,2015,1500,Automatic,Petrol,165000,6150000
SUV,Sportage,2021,2000,Automatic,Petrol,40000,7300000
Crossover,Vezel,2015,1500,Automatic,Hybrid,123000,5800000
SUV,Prado,2016,2700,Automatic,Petrol,72000,27500000
Hatchback,Wagon,2021,660,Automatic,Hybrid,18000,4100000
Hatchback,Dayz,2019,660,Automatic,Petrol,30000,3600000
Crossover,HS,2021,1500,Automatic,Petrol,32000,7500000
Hatchback,Note,2018,1200,Automatic,Hybrid,29500,4400000
Hatchback,Wagon,2015,660,Automatic,Petrol,110000,2550000
Hatchback,Mira,2019,660,Automatic,Petrol,42000,3500000
Hatchback,Passo,2015,1000,Automatic,Petrol,66000,2550000
SUV,Sportage,2020,1999,Automatic,Petrol,42000,7300000
Sedan,Grace,2015,1500,Automatic,Petrol,99000,4050000
Crossover,Vezel,2016,1500,Automatic,Petrol,186000,5800000
Hatchback,Cast,2015,660,Automatic,Petrol,44500,2950000
Crossover,Raize,2021,1000,Automatic,Petrol,36000,5255000
Hatchback,Tanto,2015,660,Automatic,Petrol,150000,2500000
Crossover,Vezel,2016,1500,Automatic,Hybrid,85,5350000
Crossover,Vezel,2016,1500,Automatic,Hybrid,99000,7000000
Micro Van,Every,2016,660,Automatic,Petrol,12453,1425000
Hatchback,Vitz,2018,996,Automatic,Petrol,90,4099000
Hatchback,Mira,2015,660,Automatic,Petrol,72000,2550000
Hatchback,Pixis,2018,660,Automatic,Petrol,65000,2975000
Hatchback,Vitz,2018,1000,Automatic,Petrol,78000,4075000
Sedan,Saga,2021,1299,Manual,Petrol,35000,2800000
Hatchback,Aqua,2016,1500,Automatic,Petrol,146000,3500000
Hatchback,Vitz,2018,996,Automatic,Petrol,100000,4200000
Hatchback,Passo,2020,1000,Automatic,Petrol,11000,4450000
Hatchback,Alto,2019,660,Automatic,Petrol,50000,3400000
Convertible,Copen,2016,660,Automatic,Petrol,50000,3600000
SUV,Land,2018,4600,Automatic,Petrol,8000,43000000
Hatchback,Dayz,2018,660,Automatic,Petrol,52000,2800000
Hatchback,Passo,2019,1000,Automatic,Petrol,23000,4000000
Station Wagon,Corolla,2018,1500,Automatic,Petrol,56122,6500000
Hatchback,Alto,2022,660,Manual,Petrol,3500,2350000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,82536,4500000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,160000,4000000
SUV,Sportage,2020,1999,Automatic,Petrol,41000,7500000
Sedan,Civic,2021,1800,Automatic,Petrol,47000,6400000
Hatchback,Vitz,2015,1000,Automatic,Petrol,103000,2900000
Mini Van,Flair,2015,660,Automatic,Petrol,125000,2225000
Crossover,Vezel,2016,1500,Automatic,Hybrid,60000,6500000
Hatchback,Vitz,2015,1000,Automatic,Petrol,150000,2550000
Crossover,Glory,2021,1500,Automatic,Petrol,37000,5500000
Hatchback,Passo,2019,1000,Automatic,Petrol,35000,3900000
Hatchback,Vitz,2021,1300,Automatic,Petrol,61058,3600000
Hatchback,Hustler,2019,660,Automatic,Petrol,60000,3350000
Sedan,A4,2017,1400,Automatic,Petrol,121000,10700000
Hatchback,Stella,2015,660,Automatic,Petrol,105800,2300000
Sedan,Insight,2019,1500,Automatic,Hybrid,5500,12900000
Hatchback,Mira,2018,660,Automatic,Petrol,69000,3200000
Sedan,Civic,2016,1800,Automatic,Petrol,110000,4700000
Van,K07,2021,997,Automatic,Petrol,70000,1900000
Crossover,C-HR,2017,1800,Automatic,Hybrid,80000,8300000
Sedan,Civic,2017,1800,Automatic,Petrol,80000,4800000
Hatchback,Vitz,2016,1000,Automatic,Petrol,59750,3150000
Hatchback,Stella,2020,660,Automatic,Petrol,18500,3550000
Sedan,Corolla,2016,1500,Automatic,Petrol,104000,6000000
Hatchback,Wagon,2017,660,Automatic,Hybrid,75000,3050000
Crossover,Vezel,2016,1500,Automatic,Hybrid,153500,6300000
Hatchback,Cast,2018,660,Automatic,Petrol,38000,3550000
Sedan,Elantra,2021,2000,Automatic,Petrol,30000,6150000
Hatchback,Vitz,2015,1000,Automatic,Petrol,61000,3350000
Hatchback,Vitz,2017,996,Automatic,Petrol,100000,3500000
Hatchback,Vitz,2019,1000,Automatic,Petrol,55000,4775000
Sedan,Corolla,2020,1600,Automatic,Petrol,38000,5450000
Sedan,Insight,2019,1500,Automatic,Hybrid,28500,10700000
Hatchback,Move,2018,660,Automatic,Petrol,100000,2750000
Hatchback,N,2018,660,Automatic,Petrol,75000,3390000
